Symbol,Name,Profile,Website,Fund Type,Inception Date,Currency
SBITPBD:PM,SB Intermediate Term Peso Bond Fund,SB Intermediate Term Peso Bond Fund is an open-end unit trust incorporated in the Philippines. The Fund aims to achieve investment growth. The Fund invests in peso-denominated fixed income securities issued by the Phillipine government and corporations.,www.securitybank.com.ph,Unit Trust,2014-04-10,PHP
MPPHBAL:PM,Peso Balanced Fund,Manulife Peso Balanced fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to achieve long-term capital growth. The Fund invests in fixed income securities and equities listed on the Philippine Stock Exchange and/or pooled funds invested in these securities and other liquid fixed income instruments.,,Open-End Fund,2013-07-01,PHP
INGPHEQ:PM,Odyssey Philippine Equity Fund,Odyssey Philippine Equity Fund is an open-end unit trust established in the Philippines. The Fund's objective is to achieve long-term capital growth in Philippine Peso terms. The Fund invests in a portfolio of stocks listed in the Philippine Stock Exchange.,www.bpiexpressonline.com,Unit Trust,2003-05-05,PHP
SBAPEFB:PM,SB Asia Pacific Equity Feeder Fund,"SB Asia Pacific Equity Feeder Fund is an open-end fund incorporated in the Philippines. The Fund's objective is to achieve income growth and investment returns that closely track the total return of the MUFG Asia Pacific ex Japan Equity Stable Growth Target Fund. The Fund invests primarily in Units or shares of a foreign collective investment scheme (""Target Fund"").",www.securitybank.com.ph,Unit Trust,2017-01-29,USD
SLPVU02:PM,Sun Life Financial Peso Bond Fund,Sun Life Financial Peso Bond Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund invests in high quality fixed income instruments that are classified as below average risk,,Open-End Fund,2005-12-30,PHP
SSGFIPM:PM,Soldivo Strategic Growth Fund Inc,Soldivo Strategic Growth Fund Inc is an open-end mutual fund incorporated in the Philippines. The Fund's objective is capital growth with returns and inflows derived out of investments in equity securities. The Fund will be positioned to compete directly with other stock mutual funds and unit investment trust funds (UITFs) offered by commercial banks.,,Open-End Fund,2014-10-08,PHP
MPPHDVF:PM,Peso Diversified Value Fund,"Manulife Peso Diversified Value Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to achieve long-term growth. The Fund invests in government securities, high quality corporate debt, equities listed on the Philippine Stock Exchange and/or pooled funds invested in these securities and other liquid instruments.",,Open-End Fund,2009-04-14,PHP
SLPVU07:PM,Sun Life Financial MyFuture 2025,Sun Life Financial MyFuture 2025 Fund is open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide capital appreciation and subsequent preservation. The Fund invests in high-quality stocks and a mix of government and domestic corporate debt.,,Open-End Fund,2008-06-06,PHP
UNITEDF:PM,United Fund Inc,United Fund Inc. is an open-end mutual fund registered in Philippines. The Fund is catered towards both large and small investors.  It engages in the sale of its share of stocks and the investment of the proceeds thereof in a diversified portfolio of fixed-income and equity securities.,www.ucpb.com,Open-End Fund,1995-04-01,PHP
MPPHSTB:PM,Peso Stable Fund,"Manulife Peso Stable Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund seeks to achieve stable and long term growth. The Fund invests in government securities, high-quality corporate debt securities, equities listed on the Philippine Stock Exchange and/or pooled funds invested in these securities and other liquid instruments,",,Open-End Fund,2014-04-01,PHP
MCPHBAL:PM,MC Peso Balanced Fund,Manulife Chinabank Peso Balanced Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to achieve long-term capital growth. The Fund invests in fixed income securities and equities listed on the Philippine Stock Exchange and/or pooled funds invested in these securities and other liquid fixed income instruments.,,Open-End Fund,2013-07-01,PHP
SLGVUIF:PM,Sun Life Grepa Income Fund,Sun Life Grepa Income Fund is open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund invests in high quality fixed income securities issued by the Philippine Government and in high quality corporate debt securities issued by Philippine companies.,,Open-End Fund,2012-02-27,PHP
IFFITEP:PM,UBP Fund Fixed Income Tax-Exempt Portfolio,UBP Fund Fixed Income Tax-Exempt Portfolio is a peso-denominated open-end unit trust incorporated in the Philippines. The Fund is designed to maximize the returns of qualified tax-exempt institutions consistent with prudent investment management principles and preservation of capital. The Fund invests in a variety of Philippine peso-denominated investment-grade debt securities.,www.unionbankph.com,Unit Trust,2007-09-28,PHP
BPIINFP:PM,BPI Global Bond Fund of Funds,BPI Global Bond Fund of Funds is an open-end  unit trust incorporated in the Philippines. The Fund aims to achieve capital appreciation and income. The Fund invests in a diversified portfolio of fixed income collective investment schemes.,www.bpiexpressonline.com,Unit Trust,1998-11-02,USD
MPPHSEC:PM,Peso Secure Fund,"Manulife Peso Secure Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to achieve stable and long term growth. The Fund invests in government securities, high quality corporate debt and/or pooled funds invested in these securities and other liquid fixed income instruments.",,Open-End Fund,2009-04-14,PHP
COCOFIX:PM,Cocolife Fixed Income Fund,"Cocolife Fixed Income Fund is an open-end mutual fund incorporated in the Philippines. The Fund seeks to provide regular interest income, consistent with its policy to preserve capital and to maintain liquidity of its investments, through a diversified portfolio of securities and twenty five percent (25%) of the fund's net asset value.",www.ucpb.com,Open-End Fund,2003-12-30,PHP
MPPHCSH:PM,Peso Cash Fund,Manulife Peso Cash Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide returns. The Fund invests in cash-like instruments.,,NA,2013-03-08,PHP
PREPHBF:PM,Premier Philam Bond Fund,"Premier Philam Bond Fund is an open-end variable life insurance (VUL) fund incorporated in Philippines. The Fund's objective is long-term capital preservation. The Fund invests in fixed-income instruments including but not limited to medium to long term government securities, short-term government securities bonds or other evidences of indebtedness issued by the Philippine Gov",www.philamfunds.com,Open-End Fund,2015-02-02,PHP
PHLGBON:PM,PAMI Global Bond Fund Inc,PAMI Global Bond Fund is an open-end mutual fund incorporated in the Philippines. The Fund's objective is to achieve a high level of total return from interest income and capital appreciation. The Fund invests in a portfolio of sovereign debts and high grade corporate bonds denominated in US dollar and other major currencies.,www.philamfunds.com,Open-End Fund,2008-01-02,USD
INGPDFI:PM,Odyssey Philippine Dollar Bond Fund,"Odyssey Philippine Dollar Bond Fund is an open-end unit trust established in the Philippines. The Fund's objective is to achieve capital preservation and income growth in USD terms. The Fund invests in a diversified portfolio of USD denominated fixed-income instruments issued by the Philippine  government, corporations, and financial institutions.",www.bpiexpressonline.com,Unit Trust,2003-05-05,USD
MPUSBND:PM,USD Bond Fund,Manulife US Dollar Bond Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund seeks to achieve stable and long-term growth. The Fund invests in USD denominated sovereign and corporate debt securities and/or pooled funds that invest in these securities and other liquid instruments.,,Open-End Fund,2004-11-16,USD
MGLTRIN:PM,Manulife Global Target Income Fund,Manulife Global Target Income Fund is an open-end variable universal life insurance (VUL) fund  registered in the Philippines. The Fund aims to achieve capital appreciation. The Fund invests in a diversified portfolio of collective investment schemes including exchange-traded funds (ETFs) and real estate investment trusts (REITs) and cash and cash equivalents.,,Open-End Fund,2016-01-15,USD
ILPHFIF:PM,IL Peso Fixed Income Fund,IL Peso Fixed Income Fund is an open-end variable unit link (VUL) fund incorporated in the Philippines. The Fund seeks to provide long-term capital preservation. The Fund invests in bonds and notes issued by the Philippines government and prime-rated corporations as well as short-term money market instruments.,,Open-End Fund,2005-03-15,PHP
SLDWELL:PM,Sun Life Prosperity Dollar Wellspring Fund Inc,"Sun Life Prosperity Dollar Wellspring Fun Inc is an open-end mutual fund registered in the Philippines. The Funs aims to generate moderate and consistent returns. The Fund invests in fixed income securities such as sovereign debt, corporate debt and other non-traditional investments and in equity or equity-linked securities issued by corporations globally.",www.sunlife.com.ph,Open-End Fund,2016-05-05,USD
ILEQTYF:PM,IL Equity Fund,"IL Equity Fund is an open-end variable unit link (VUL)  fund incorporated in the Philippines. The Fund seeks to provide long-term total return and capital appreciation. The Fund invests in dividend paying shares of local companies, across all sectors of the market listed in the Philippine Stock Exchange.",,Open-End Fund,2005-03-15,PHP
MCUSAPB:PM,MC Asia Pacific Bond Fund,Manulife China Bank US Dollar Asia Pacific Bond Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide capital appreciation and income. The Fund invests in fixed income securities in the Asia Pacific Region.,,Open-End Fund,2011-10-24,USD
PHILAMF:PM,Philam Fund Inc,Philam Fund is an open-end mutual fund registered in the Philippines. The Fund aims to provide satisfactory returns.The Fund will also offer an opportunity to avail of professional selection management and supervision of long-term securities which normally would only be accessible to institutions and high net-worth individuals.,www.philamfunds.com,Open-End Fund,1993-09-28,PHP
INGAPHD:PM,Odyssey Asia Pacific High Dividend Equity Fund,Odyssey Asia Pacific High Dividend Equity Fund is an open-end unit trust established in the Philippines. The Fund's objective is long term capital appreciation. The Fund invests in a diversified portfolio of equities listed in the Asia Pacific region.,www.bpiexpressonline.com,Unit Trust,2008-05-20,USD
MPPHWTN:PM,Manulife Peso Wealth Optimizer 2026,Manulife Peso Wealth Optimizer 2026 is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide long-term capital growth. The Fund invests in a diversified portfolio of fixed income and equity securities and/or pooled funds that invest in these securities and other liquid fixed income instruments.,,Open-End Fund,2016-06-06,PHP
PREPABF:PM,Premier Philam Asia Balanced Fund,Premier Philam Asia Balanced Fund is an open-end variable life insurance (VUL) fund incorporated in the Philippines. The Fund's objective is to achieve long-term growth. The Fund invests 50% of its assets in equities and 50% in fixed income and money market instruments in the Asia Pacific ex-Japan region.,www.philamfunds.com,Open-End Fund,2015-03-20,USD
BDOEQTY:PM,BDO Institutional Equity Fund,BDO Institutional Equity Fund is an open-end unit trust incorporated in the Philippines. The Fund's objective is to provide an investment outlet vehicle for risk-taking clients who are aware of the potential for high yields in stock market investments but also are knowledgeable of the potential for capital losses in the same market.,www.bdo.com.ph,Unit Trust,2005-06-15,PHP
BDOESGF:PM,BDO ESG Equity Fund,"BDO ESG Equity Fund is an open-end fund incorporated in Philippines. The Fund's objective is long-term capital appreciation. The Fund invests substantially in listed companies which the Trustee believes to exhibit good environmental, social and governance (ESG) practices.",www.bdo.com.ph,Unit Trust,2015-12-11,PHP
PHILSTG:PM,Philam Strategic Growth Fund Inc,Philam Strategic Growth Fund is an open-end mutual fund registered in the Philippines. The objective of the Fund is to obtain superior long-term capital growth through a professionally managed equity portfolio.,www.philamfunds.com,Open-End Fund,1998-06-22,PHP
SSBFIPM:PM,Soldivo Bond Fund Inc,Soldivo Bond Fund Inc is an open-end mutual fund incorporated in the Philippines. The investment objective of the Fund is capital preservation with returns and inflows derived out of investments in high-grade fixed income instruments. The Fund will have a medium to long-term investment horizon.,,Open-End Fund,2014-10-08,PHP
SLPVU22:PM,Sun Life Financial Peso Dynamic Fund,Sun Life Financial Peso Dynamic Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide returns and capital growth. The Fund invests in a mix of high quality fixed income and equity instruments from domestic issuers.,,Open-End Fund,2014-11-10,PHP
SLPVU25:PM,Sun Life Financial Index Fund,Sun Life Financial Index Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to track the performance of the PSEI by investing in listed equities that are part of the PSEI.,,Open-End Fund,2016-01-26,PHP
SBGLEFB:PM,SB Global Equity Feeder Fund,"SB Global Equity Feeder Fund is an open-end fund incorporated in the Philippines. The Fund's objective is to achieve income growth and investment returns that closely track the total return of the MS INVF Global Opportunity Target Fund. The Fund invests primarily in Units or shares of a foreign collective investment scheme (""Target Fund"").",www.securitybank.com.ph,Unit Trust,2017-01-29,USD
SLFPSIF:PM,Sun Life Prosperity Philippine Stock Index Fund Inc,"Sun Life Prosperity Philippine Stock Index Fund is an open-end mutual fund incorporated in Philippines. The Fund's objective is to replicate the performance of its market benchmark, the Philippine Stock Exchange Index (PSEi). The Fund invests in equity securities that make up the PSEi.",www.sunlife.com.ph,Open-End Fund,2015-05-05,PHP
PBCSIGT:PM,PBCom Signature Trust Fund,PBCom Signature Trust Fund is an open-end unit trust incorporated in the Philippines. The Fund's objective is to encourage retail investors to be active players in the domestic capital market. The Fund seeks toprovide investors an alternative outlet that offers earnings and liquidity.,www.pbcom.com.ph,Unit Trust,2005-08-04,PHP
SLGVU40:PM,Sun Life Grepa MyFuture 2040 Fund,Sun Life Grepa MyFuture 2040 Fund is open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide capital appreciation and subsequent preservation. The Fund invests in high-quality stocks and a mix of government and domestic corporate debt.,,Open-End Fund,2015-07-03,PHP
MCPHGRW:PM,MC Peso Growth Fund,"Manulife Chinabank Peso Growth Fund is an open-end variable life insurance (VUL) fund registered in the Philippines. The Fund aims to achieve long-term capital appreciation. The Fund invests in equities listed on the Philippine Stock Exchange, government securities and/or pooled funds invested in these securities and other liquid instruments.",,Open-End Fund,2009-04-14,PHP
SLGVUGI:PM,Sun Life Grepa Global Income Fund,Sun Life Grepa Global Income Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund invests in foreign currency-denominated high quality fixed income and fixed income-linked instruments that are classified as average to below average risk.,,Open-End Fund,2015-02-10,USD
SLPVU20:PM,Sun Life Financial Global Income Fund,Sun Life Financial Global Income Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund invests in foreign currency-denominated high quality fixed income and fixed income-linked instruments that are classified as average to below average risk.,,Open-End Fund,2012-09-03,USD
PHILDBF:PM,Philam Dollar Bond Fund Inc,Philam Dollar Bond Fund is an open-end mutual fund registered in the Philippines. The objective of the Fund is to provide capital preservation with returns and inflows derived out of investments in dollar-denominated fixed income instruments. The fund mainly focus to invest into dollar-denominated government securities issued by the Philippine government locally and abroad.,www.philamfunds.com,Open-End Fund,2001-09-14,USD
GRPLDLB:PM,Grepalife Dollar Bond Fund,"Grepalife Dollar Bond Fund is an open-end mutual fund incorporated in the Philippines. The Fund aims to provide capital preservation in the medium to long-term. The Fund invests in fixed income instruments of governments and private corporations, denominated in US Dollars, Philippine Pesos and other foreign currencies acceptable as the Philippines international reserves.",www.grepafunds.com,Open-End Fund,2006-01-31,USD
ILBALAF:PM,IL Balanced Fund,"IL Balanced Fund is an open-end variable unit link(VUL)  fund incorporated in the Philippines. The Fund invests in government securities, bonds and term loans of prime Philippine corporations, short-term money market, and prime rated stocks listed in the Philippine Stock Exchange.",,Open-End Fund,2005-03-15,PHP
BNCMPST:PM,BOC Diversity Peso Bond Fund,BOC Diversity Peso Bond Fund is an open-end unit trust incorporated in the Philippines. The Fund invests in a diversified portfolio of government securities.,http://www.bankcom.com.ph/,Unit Trust,2005-03-10,PHP
SLPVU04:PM,Sun Life Financial Peso Balanced Fund,Sun Life Financial Peso Balanced Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide income and capital growth. The Fund invests in a mix of bond and equity securities from both domestic and foreign issuers.,,Open-End Fund,2005-12-30,PHP
GRPLFIX:PM,Grepalife Fixed Income Fund,Grepalife Fixed Income Fund is an open-end mutual fund incorporated in the Philippines. The Fund's objective is to achieve capital growth appreciation. The Fund invests in fixed income instruments.,www.grepafunds.com,Open-End Fund,2004-10-14,PHP
PHILABF:PM,Philam Bond Fund,Philam Bond Fund is an open-end mutual fund registered in the Philippines. The objective of the Fund is to provide a scheme for capital preservation and appreciation of a high degree of safety. The Fund will also provide a higher earnings compared to traditional fixed-income instruments.,www.philamfunds.com,Open-End Fund,1997-06-18,PHP
SBUSEFB:PM,SB US Equity Feeder Fund,"SB US Equity Feeder Fund is an open-end fund incorporated in the Philippines. The Fund's objective is to achieve income growth and investment returns that closely track the total return of the MS INVF US Advantage Target Fund. The Fund invests primarily in Units or shares of a foreign collective investment scheme (""Target Fund"").",www.securitybank.com.ph,Unit Trust,2017-01-29,USD
SNCPPEA:PM,Sun Life Prosperity Philippine Equity Fund Inc,Sun Life Prosperity Philippine Equity Fund Inc is an open-end mutual fund registered in the Philippines. The Fund is designed to generate long-term capital appreciation through investment in high quality equity securities diversified across sectors and issue sizes to provide moderate portfolio volatility.,www.sunlife.com.ph,Open-End Fund,2000-04-05,PHP
MPPHPWR:PM,Manulife Philippines Powerhouse Fund,Manulife Powerhouse Fund is an open-end variable universal life (VUL) fund registered in the Philippines. The Fund aims to achieve long-term capital appreciation by investing in a concentrated portfolio of companies with significant economic exposure to or derive a significant portion of earnings from the Philippines.,,Open-End Fund,2017-01-16,PHP
ALFMGRW:PM,ALFM Growth Fund,ALFM Growth Fund is an open-end mutual fund incorporated in the Philippines. The Fund aims to achieve long-term capital appreciation. The Fund invests at least 75% of its assets in equity securities.,www.bpiexpressonline.com,Open-End Fund,2007-10-24,PHP
SLGVUGF:PM,Sun Life Grepa Growth Fund,Sun Life Grepa Growth Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to aims to generate long term capital appreciation by investing in high quality equities diversified across sectors.,,Open-End Fund,2012-02-27,PHP
ALFMMMF:PM,ALFM Money Market Fund,ALFM Money Market Fund is an open-end mutual fund incorporated in the Philippines. The Fund's objective is to seek capital preservation and stable income. The Fund invests in a diversified portfolio of money-market instruments.,www.bpiexpressonline.com,NA,2009-10-19,PHP
PREPSGF:PM,Premier Philam Strategic Growth Fund,Premier Philam Strategic Growth Fund is an open-end variable life insurance (VUL) fund incorporated in the Philippines. The Fund's objective is capital growth. The Fund invests in a combination of stocks with big and medium capitalization that can provide good  value and capital appreciation over the medium term.,www.philamfunds.com,Open-End Fund,2015-02-02,PHP
PREPGEF:PM,Premier Philam Global Equity Fund,Premier Philam Global Equity Fund is an open-end fund incorporated in the Philippines. The Fund will invests primarily in equities throughout the world. The Fund aims to provide investors with long-term capital growth from a diversified and actively managed portfolio of securities.,www.philamfunds.com,Open-End Fund,2016-03-18,USD
INGTEFI:PM,Odyssey Tax-Exempt Peso Fixed Income Fund,"Odyssey Tax-Exempt Peso Fixed Income Fund is an open-end unit trust incorporated in the Philippines. The objective of the Fund is to achieve preservation of capital and income growth in Philippine Peso terms over a periodof time for institutions certified tax-exempt by the BIR, by investing in a diversified portfolio of Philippine Peso denominated fixed income instruments.",www.bpiexpressonline.com,Unit Trust,2004-01-06,PHP
PHILDLI:PM,Philequity Dollar Income Fund Inc,Philequity Dollar Income Fund is an open-end mutual fund incorporated in the Philippines. The Fund's objective is to generate income and achieve capital appreciation by investing in dollar-denominated bonds issued by Philippine or foreign governments or corporations.,www.philequity.net,Open-End Fund,2007-01-18,USD
SLPVU21:PM,Sun Life Financial Global Opportunity Fund,"Sun Life Financial Global Opportunity Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund invests in USD denominated mutual funds, exchange-traded funds, and similar securities.",,Open-End Fund,2013-11-29,USD
SBDLUIT:PM,SB Dollar Bond Fund,"SB Dollar Bond Fund is a USD-denominated open-end unit trust registered in the Philippines. The objective of the Fund is to provide investors readily liquid investment vehicles, subject to an initial holding period, and aims for competitive returns through prudent and active management of the portfolio.",www.securitybank.com.ph,Unit Trust,2005-07-01,USD
INGPHCE:PM,Odyssey Philippine High Conviction Equity Fund,Odyssey Philippine High Conviction Equity Fund is an open-end unit trust incorporated in the Philippines. The objective of the Fund is to pursue long-term capital growth by investing in a concentrated portfolio of stocks listed in the Philippine Stock Exchange.,www.bpiexpressonline.com,Unit Trust,2007-02-01,PHP
SLPVU05:PM,Sun Life Financial Money Market Fund,Sun Life Money Mark Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide capital protection and liquidity. The Fund invests in short-term placements.,,NA,2007-06-25,PHP
SLPVU03:PM,Sun Life Financial Dollar Bond Fund,Sun Life Dollar Bond Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund invests in high quality fixed income instruments that are classified as below average risk.,,Open-End Fund,2005-12-30,USD
SLGVUBA:PM,Sun Life Grepa Balanced Fund,Sun Life Grepa Balanced Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide income and capital growth. The Fund invests in a mix of bond and equity securities from both domestic and foreign issuers.,,Open-End Fund,2012-02-27,PHP
AYLFFIF:PM,ALFM Peso Bond Fund Inc,ALFM Peso Bond Fund is an open-end mutual fund registered in the Philippines. The Fund aims to achieve a steady stream of income by investing in a diversified portfolio of high-grade fixed income instruments.,www.bpiexpressonline.com,Open-End Fund,1998-12-29,PHP
PHPABFI:PM,PAMI Asia Balanced Fund Inc,"PAMI Asia Balanced Fund Inc is an open-end mutual fund incorporated in the Philippines. The Fund's objective is long-term growth. The Fund invests in equities, fixed income and money-market instruments.",www.philamfunds.com,Open-End Fund,2011-01-10,USD
SLPVU10:PM,Sun Life Financial MyFuture 2040 Fund,Sun Life Financial MyFuture 2040 Fund is open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide capital appreciation and subsequent preservation. The Fund invests in high-quality stocks and a mix of government and domestic corporate debt.,,Open-End Fund,2008-06-06,PHP
SLPVU01:PM,Sun Life Financial Peso Equity Fund,Sun Life Financial Peso Equity Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to generate long term capital appreciation by investing in high quality equities diversified across sectors.,,Open-End Fund,2005-12-30,PHP
MCPHCSH:PM,MC Peso Cash Fund,Manulife Chinabank Peso Cash Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide returns. The Fund invests in cash-like instruments.,,NA,2013-03-08,PHP
SLPVU06:PM,Sun Life Financial My Future 2020 Fund,Sun Life Financial MyFuture 2020 Fund is open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide capital appreciation and subsequent preservation. The Fund invests in high-quality stocks and a mix of government and domestic corporate debt.,,Open-End Fund,2008-06-06,PHP
SLGVUBF:PM,Sun Life Grepa Bond Fund,Sun Life Grepa Bond Fund is an open-end variable universal life insurance (VUL) fund registed in the Philippines. The Fund invests in high quality fixed-income securities issued by the Philippine government and in high quality corporate debt securities issued by Philippine companies.,,Open-End Fund,2012-02-27,PHP
PHLMMIN:PM,Philam Managed Income Fund Inc,Philam Managed Income Fund is an open-end mutual fund incorporated in the Philippines. The Fund's objective is to provides investors with reasonable returns on their assets. The Fund emphasizes investment in fixed-rate treasury notes.,www.philamfunds.com,Open-End Fund,2006-10-10,PHP
SBEUEFF:PM,SB Eurozone Equity Feeder Fund,"SB Eurozone Equity Feeder Fund is an open-end fund incorporated in the Philippines. The Fund's objective is to achieve income growth and investment returns that closely track the total return of the MS INVF Eurozone Equity Alpha Target Fund. The Fund invests primarily in Units or shares of a foreign collective investment scheme (""Target Fund"").",www.securitybank.com.ph,Unit Trust,2017-01-29,USD
MPPHDIS:PM,Peso Target Distribution Fund,Manulife Peso Target Distribution Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide capital appreciation. The Fund invests in a diversified portfolio of fixed income and equity securities.,,Open-End Fund,2014-04-07,PHP
SLPVU09:PM,Sun Life Financial MyFuture 2035 Fund,Sun Life Financial MyFuture 2035 Fund is open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide capital appreciation and subsequent preservation. The Fund invests in high-quality stocks and a mix of government and domestic corporate debt.,,Open-End Fund,2008-06-06,PHP
MCPHBND:PM,MC Peso Bond Fund,Manulife Chinabank Peso Bond Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to achieve stable and long-term growth. The Fund invests in government securities and/or high quality corporate debt securities and/or pooled funds invested in these securities and other liquid fixed income instruments.,,Open-End Fund,2007-10-02,PHP
SNLPRDA:PM,Sun Life Prosperity Dollar Abundance Fund Inc,"Sun Life Prosperity Dollar Abundance Fund is an mutual open-end fund incorporated in the Philippines. The Fund's objective is to maximize income as is considered consistent with capital protection. The Fund will be primarily invest in US Dollars, while it may, subject to prevailing investment conditions, hold fixed income instruments denominated in other major currency.",www.sunlife.com.ph,Open-End Fund,2005-03-01,USD
SBGLEFF:PM,SB Global Equity Feeder Fund,"SB Global Equity Feeder Fund is an open-end fund incorporated in the Philippines. The Fund's objective is to achieve income growth and investment returns that closely track the total return of the MS INVF Global Opportunity Target Fund. The Fund invests primarily in Units or shares of a foreign collective investment scheme (""Target Fund"").",www.securitybank.com.ph,Unit Trust,2017-01-29,USD
MCUSAGF:PM,MC ASEAN Growth Fund,Manulife Chinabank US Dollar ASEAN Growth Fund is an open-end variable universal life (VUL) fund registered in the Philippines. The Fund aims to achieve long-term capital growth. The Fund invests in equities and equity related securities in/with exposure in ASEAN.,,Open-End Fund,2012-11-26,USD
SLPVU08:PM,Sun Life Financial MyFuture 2030 Fund,Sun Life Financial MyFuture 2030 Fund is open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide capital appreciation and subsequent preservation. The Fund invests in high-quality stocks and a mix of government and domestic corporate debt.,,Open-End Fund,2008-06-06,PHP
SBPEIDX:PM,SB Philippine Equity Index Fund,SB Philippine Equity Index Fund is an open-end fund incorporated in Philippines. The Fund's objective is to achieve income growth and investment returns that closely track the total return of the Philippine Stock Exchange Index (PSEi). The Fund seek investments in PSEi stocks using the same weights as in the index.,www.securitybank.com.ph,Unit Trust,2015-11-23,PHP
SLPVU14:PM,Sun Life Financial Growth Fund,Sun Life Financial Growth Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to generate long term capital appreciation by investing in high quality equities diversified across sectors.,,Open-End Fund,2011-05-03,PHP
SBAPEFA:PM,SB Asia Pacific Equity Feeder Fund,"SB Asia Pacific Equity Feeder Fund is an open-end fund incorporated in the Philippines. The Fund's objective is to achieve income growth and investment returns that closely track the total return of the MUFG Asia Pacific ex Japan Equity Stable Growth Target Fund. The Fund invests primarily in Units or shares of a foreign collective investment scheme (""Target Fund"").",www.securitybank.com.ph,Unit Trust,2017-01-29,USD
SLPVU23:PM,Sun Life Financial Growth Plus Fund,Sun Life Financial Growth Plus Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to generate long term captial growth. The Fund invests in high quality Philippine listed equity and equity linked securities that yield dividends.,,Open-End Fund,2015-04-08,PHP
SLGVU35:PM,Sun Life Grepa MyFuture 2035 Fund,Sun Life Grepa MyFuture 2035 Fund is open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to provide capital appreciation and subsequent preservation. The Fund invests in high-quality stocks and a mix of government and domestic corporate debt.,,Open-End Fund,2015-07-03,PHP
MCPHSEC:PM,MC Peso Secure Fund,Manulife China Bank Peso Secure Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund aims to achieve stable and long-term growth. The Fund invests in government securities and/or high quality corporate debt and/or pooled funds that invest in these securities and other liquid fixed income instruments.,,Open-End Fund,2009-04-14,PHP
SBPSOEA:PM,SB Peso Money Market Fund,SB Peso Money Market Fund is an open-end unit trust incorporated in the Philippines. The Fund's objective is to achieve long-term capital appreciation by investing in debt market instruments.,www.securitybank.com.ph,Unit Trust,2006-10-09,PHP
BPINSTI:PM,BPI Money Market Fund,BPI Money Market Fund is an open-end unit trust incorporated in the Philippines. The Fund aims to achieve liquidity and stable income. The Fund invests in a diversified portfolio of primarily short-term fixed income instruments.,www.bpiexpressonline.com,NA,2001-01-01,PHP
BPIEQUI:PM,BPI Equity UITF,BPI Equity UITF is an open-end unit trust incorporated in the Philippines.The fund intends to achieve for its Participants investment returns derived from a diversified portfolio of equities and fixed-income instruments. The Fund shall invest in a diversified portfolio of equities (common shares and convertible preferred shares) listed on the Philippine Stock Exchange.,www.bpiexpressonline.com,Unit Trust,2005-03-31,PHP
INGTEPE:PM,Odyssey Tax-Exempt Philippine Equity Fund,"Odyssey Tax-Exempt Philippine Equity Fund is an open-end unit trust incorporated in the Philippines. The objective of the Fund is to achieve preservation of long term capital and income growth in Philippine Peso terms for institutions certified tax exempt by the BIR, by investing in a diversified portfolio of stocks listed on the Philippine Stock Exchange.",www.bpiexpressonline.com,Unit Trust,2004-01-06,PHP
